,t_fcs_ida,E_fcs_ida,delta_rec_ida,carga_ida,t_fcs_vuelta,E_fcs_vuelta,delta_rec_vuelta,carga_vuelta,t_llegada_casa,E_casa,delta_home,Pot_dom
280,0.0,0.0,0.0,0,1321.0,18.263107580218602,9.0,120,1365.0,0,0,0
281,0.0,0.0,0.0,0,986.0,18.285930433507964,9.0,120,1014.0,0,0,0
282,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1167.0,0,0,0
283,0.0,0.0,0.0,0,1086.0,17.256646338162295,9.0,120,1125.0,0,0,0
284,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1145.0,0,0,0
285,0.0,0.0,0.0,0,1425.0,18.033711176382678,9.0,120,1449.0,0,0,0
286,0.0,0.0,0.0,0,1139.0,18.891760868887424,9.0,120,1165.0,0,0,0
287,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1212.0,0,0,0
288,0.0,0.0,0.0,0,0.0,0.0,0.0,0,639.0,0,0,0
289,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1025.0,0,0,0
290,0.0,0.0,0.0,0,988.0,17.271695642101324,9.0,120,1015.0,0,0,0
291,0.0,0.0,0.0,0,0.0,0.0,0.0,0,833.0,0,0,0
292,0.0,0.0,0.0,0,0.0,0.0,0.0,0,885.0,0,0,0
293,0.0,0.0,0.0,0,0.0,0.0,0.0,0,878.0,0,0,0
294,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1118.0,0,0,0
295,0.0,0.0,0.0,0,1336.0,16.15796989926409,0.13464974916053407,120,1374.0,0,0,0
296,0.0,0.0,0.0,0,0.0,0.0,0.0,0,689.0,0,0,0
297,0.0,0.0,0.0,0,907.0,18.611333961900257,9.0,120,930.0,0,0,0
298,0.0,0.0,0.0,0,0.0,0.0,0.0,0,813.0,0,0,0
299,0.0,0.0,0.0,0,1341.0,17.172340399745536,0.14310283666454612,120,1382.0,0,0,0
300,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1198.0,0,0,0
301,0.0,0.0,0.0,0,0.0,0.0,0.0,0,868.0,0,0,0
302,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1093.0,0,0,0
303,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1032.0,0,0,0
304,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1135.0,0,0,0
305,0.0,0.0,0.0,0,0.0,0.0,0.0,0,767.0,0,0,0
306,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1019.0,0,0,0
307,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1352.0,0,0,0
308,0.0,0.0,0.0,0,1125.0,19.75754099092753,10.0,120,1155.0,0,0,0
309,0.0,0.0,0.0,0,1187.0,16.165018479516043,0.13470848732930035,120,1218.0,0,0,0
310,0.0,0.0,0.0,0,0.0,0.0,0.0,0,798.0,0,0,0
311,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1204.0,0,0,0
312,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1587.0,0,0,0
